iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KOR,Asia,South Korea,2020-01-22,1,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-23,1,0,,,,,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-24,2,1,,,,,0.039,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-25,2,0,,,,,0.039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-26,3,1,,,,,0.058,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,43.4,0.17,2.47,0.845918416
KOR,Asia,South Korea,2020-01-27,4,1,,,,,0.078,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-28,4,0,0.429,,,,0.078,0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-29,4,0,0.429,,,,0.078,0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-30,4,0,0.429,,,,0.078,0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-01-31,11,7,1.286,,,,0.214,0.136,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-01,12,1,1.429,,,,0.234,0.019,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-02,15,3,1.714,,,,0.292,0.058,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,139.2,0.44,1.51,2.713176119
KOR,Asia,South Korea,2020-02-03,15,0,1.571,,,,0.292,0,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-04,16,1,1.714,,,,0.312,0.019,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-05,19,3,2.143,,,,0.37,0.058,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-06,23,4,2.714,,,,0.448,0.078,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-07,24,1,1.857,,,,0.468,0.019,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-08,24,0,1.714,,,,0.468,0,0.033,,,,,,,,,,,,,745,745,0.015,0.015,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-09,25,1,1.429,,,,0.487,0.019,0.028,,,,,,,,,,,,,1246,501,0.024,0.01,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,392.4,1.03,4.1,7.648349921
KOR,Asia,South Korea,2020-02-10,27,2,1.714,,,,0.526,0.039,0.033,,,,,,,,,,,,,1758,512,0.034,0.01,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-11,28,1,1.714,,,,0.546,0.019,0.033,,,,,,,,,,,,,2973,1215,0.058,0.024,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-12,28,0,1.286,,,,0.546,0,0.025,,,,,,,,,,,,,4272,1299,0.083,0.025,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-13,28,0,0.714,,,,0.546,0,0.014,,,,,,,,,,,,,5159,887,0.101,0.017,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-14,28,0,0.571,,,,0.546,0,0.011,,,,,,,,,,,,,5890,731,0.115,0.014,,,,,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-15,28,0,0.571,,,,0.546,0,0.011,,,,,,,,,,,,,6382,492,0.124,0.01,805,0.016,0.0007,1409.8,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-16,29,1,0.571,,,,0.565,0.019,0.011,,,,,,,,,,,,,6809,427,0.133,0.008,795,0.015,0.0007,1392.3,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,374.2,0.84,-0.29,7.29360994
KOR,Asia,South Korea,2020-02-17,30,1,0.429,,,,0.585,0.019,0.008,,,,,,,,,,,,,7366,557,0.144,0.011,801,0.016,0.0005,1867.1,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-18,31,1,0.429,,,,0.604,0.019,0.008,,,,,,,,,,,,,8420,1054,0.164,0.021,778,0.015,0.0006,1813.5,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-19,31,0,0.429,,,,0.604,0,0.008,,,,,,,,,,,,,9821,1401,0.191,0.027,793,0.015,0.0005,1848.5,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-20,104,73,10.857,1,1,,2.027,1.423,0.212,0.019,0.019,,,,,,,,,,,11850,2029,0.231,0.04,956,0.019,0.0114,88.1,people tested,,,,,,,,,,,,,,31.48,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-21,204,100,25.143,2,1,,3.976,1.949,0.49,0.039,0.019,,6.13,,,,,,,,,15048,3198,0.293,0.062,1308,0.025,0.0192,52,people tested,,,,,,,,,,,,,,45.37,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-22,433,229,57.857,2,0,,8.44,4.463,1.128,0.039,0,,5.83,,,,,,,,,20234,5186,0.394,0.101,1979,0.039,0.0292,34.2,people tested,,,,,,,,,,,,,,45.37,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-23,602,169,81.857,6,4,,11.734,3.294,1.595,0.117,0.078,,4.47,,,,,,,,,24827,4593,0.484,0.09,2574,0.05,0.0318,31.4,people tested,,,,,,,,,,,,,,50,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,119.8,0.24,-4.09,2.335046688
KOR,Asia,South Korea,2020-02-24,833,231,114.714,8,2,,16.236,4.502,2.236,0.156,0.039,,3.62,,,,,,,,,31404,6577,0.612,0.128,3434,0.067,0.0334,29.9,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-25,977,144,135.143,10,2,1.429,19.043,2.807,2.634,0.195,0.039,0.028,2.95,,,,,,,,,38952,7548,0.759,0.147,4362,0.085,0.031,32.3,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-26,1261,284,175.714,12,2,1.714,24.578,5.536,3.425,0.234,0.039,0.033,3.01,,,,,,,,,52201,13249,1.017,0.258,6054,0.118,0.029,34.5,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-27,1766,505,237.429,13,1,1.714,34.421,9.843,4.628,0.253,0.019,0.033,3.17,,,,,,,,,65300,13099,1.273,0.255,7636,0.149,0.0311,32.2,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-28,2337,571,304.714,13,0,1.571,45.551,11.129,5.939,0.253,0,0.031,2.92,,,,,,,,,79815,14515,1.556,0.283,9252,0.18,0.0329,30.4,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-02-29,3150,813,388.143,16,3,2,61.397,15.846,7.565,0.312,0.058,0.039,2.59,,,,,,,,,92703,12888,1.807,0.251,10353,0.202,0.0375,26.7,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-01,3736,586,447.714,17,1,1.571,72.819,11.422,8.726,0.331,0.019,0.031,2.35,,,,,,,,,97569,4866,1.902,0.095,10392,0.203,0.0431,23.2,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-62,-0.11,-2.94,-1.208454881
KOR,Asia,South Korea,2020-03-02,4335,599,500.286,28,11,2.857,84.494,11.675,9.751,0.546,0.214,0.056,2.09,,,,,,,,,108239,10670,2.11,0.208,10976,0.214,0.0456,21.9,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-03,5186,851,601.286,28,0,2.571,101.081,16.587,11.72,0.546,0,0.05,1.94,,,,,,,,,124499,16260,2.427,0.317,12221,0.238,0.0492,20.3,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-04,5621,435,622.857,35,7,3.286,109.56,8.479,12.14,0.682,0.136,0.064,1.38,,,,,,,,,135355,10856,2.638,0.212,11879,0.232,0.0524,19.1,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-05,6088,467,617.429,35,0,3.143,118.662,9.102,12.034,0.682,0,0.061,1.04,,,,,,,,,145189,9834,2.83,0.192,11413,0.222,0.0541,18.5,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-06,6593,505,608,42,7,4.143,128.506,9.843,11.851,0.819,0.136,0.081,0.87,,,,,,,,,163388,18199,3.185,0.355,11939,0.233,0.0509,19.6,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-07,7041,448,555.857,44,2,4,137.238,8.732,10.834,0.858,0.039,0.078,0.65,,,,,,,,,176837,13449,3.447,0.262,12019,0.234,0.0462,21.6,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-08,7314,273,511.143,50,6,4.714,142.559,5.321,9.963,0.975,0.117,0.092,0.72,,,,,,,,,187166,10329,3.648,0.201,12800,0.249,0.0399,25,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-222.6,-0.35,-2.62,-4.338742845
KOR,Asia,South Korea,2020-03-09,7478,164,449,53,3,3.571,145.755,3.197,8.752,1.033,0.058,0.07,0.64,,,,,,,,,195266,8100,3.806,0.158,12432,0.242,0.0361,27.7,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-10,7513,35,332.429,54,1,3.714,146.437,0.682,6.479,1.053,0.019,0.072,0.53,,,,,,,,,208792,13526,4.07,0.264,12042,0.235,0.0276,36.2,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-11,7755,242,304.857,60,6,3.571,151.154,4.717,5.942,1.169,0.117,0.07,0.52,,,,,,,,,221043,12251,4.308,0.239,12241,0.239,0.0249,40.2,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-12,7869,114,254.429,66,6,4.429,153.376,2.222,4.959,1.286,0.117,0.086,0.33,,,,,,,,,233646,12603,4.554,0.246,12637,0.246,0.0201,49.7,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-13,7979,110,198,66,0,3.429,155.52,2.144,3.859,1.286,0,0.067,0.25,,,,,,,,,247295,13649,4.82,0.266,11987,0.234,0.0165,60.5,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-14,8086,107,149.286,72,6,4,157.606,2.086,2.91,1.403,0.117,0.078,0.2,,,,,,,,,259982,12687,5.067,0.247,11878,0.232,0.0126,79.6,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-15,8162,76,121.143,75,3,3.571,159.087,1.481,2.361,1.462,0.058,0.07,0.4,,,,,,,,,266860,6878,5.201,0.134,11385,0.222,0.0106,94,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-329,-0.48,-1.76,-6.41260735
KOR,Asia,South Korea,2020-03-16,8236,74,108.286,75,0,3.143,160.53,1.442,2.111,1.462,0,0.061,0.55,,,,,,,,,273152,6292,5.324,0.123,11127,0.217,0.0097,102.8,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-17,8320,84,115.286,81,6,3.857,162.167,1.637,2.247,1.579,0.117,0.075,0.59,,,,,,,,,285364,12212,5.562,0.238,10939,0.213,0.0105,94.9,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-18,8413,93,94,84,3,3.429,163.98,1.813,1.832,1.637,0.058,0.067,0.59,,,,,,,,,294295,8931,5.736,0.174,10465,0.204,0.009,111.3,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-19,8565,152,99.429,91,7,3.571,166.942,2.963,1.938,1.774,0.136,0.07,0.61,,,,,,,,,305672,11377,5.958,0.222,10289,0.201,0.0097,103.5,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-20,8652,87,96.143,94,3,4,168.638,1.696,1.874,1.832,0.058,0.078,0.55,,,,,,,,,315312,9640,6.146,0.188,9717,0.189,0.0099,101.1,people tested,,,,,,,,,,,,,,55.56,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-21,8799,147,101.857,102,8,4.286,171.503,2.865,1.985,1.988,0.156,0.084,0.61,,,,,,,,,326157,10845,6.357,0.211,9454,0.184,0.0108,92.8,people tested,,,,,,,,,,,,,,69.44,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-22,8961,162,114.143,111,9,5.143,174.661,3.158,2.225,2.164,0.175,0.1,0.76,,,,,,,,,330428,4271,6.44,0.083,9081,0.177,0.0126,79.6,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-427.2,-0.57,-1.65,-8.326643951
KOR,Asia,South Korea,2020-03-23,8961,0,103.571,111,0,5.143,174.661,0,2.019,2.164,0,0.1,0.64,,,,,,,,,336684,6256,6.562,0.122,9076,0.177,0.0114,87.6,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-24,9037,76,102.429,120,9,5.571,176.142,1.481,1.996,2.339,0.175,0.109,0.71,,,,,,,,,347230,10546,6.768,0.206,8838,0.172,0.0116,86.3,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-25,9137,100,103.429,126,6,6,178.091,1.949,2.016,2.456,0.117,0.117,0.76,,,,,,,,,356544,9314,6.949,0.182,8893,0.173,0.0116,86,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-26,9241,104,96.571,131,5,5.714,180.118,2.027,1.882,2.553,0.097,0.111,0.74,,,,,,,,,363590,7046,7.087,0.137,8274,0.161,0.0117,85.7,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-27,9332,91,97.143,139,8,6.429,181.892,1.774,1.893,2.709,0.156,0.125,0.76,,,,,,,,,375609,12019,7.321,0.234,8614,0.168,0.0113,88.7,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-28,9478,146,97,144,5,6,184.738,2.846,1.891,2.807,0.097,0.117,0.86,79,1.54,,,,,,,386573,10964,7.535,0.214,8631,0.168,0.0112,89,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-29,9583,105,88.857,152,8,5.857,186.784,2.047,1.732,2.963,0.156,0.114,0.92,78,1.52,,,,,,,392789,6216,7.656,0.121,8909,0.174,0.01,100.3,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-638,-0.79,-3.56,-12.43539054
KOR,Asia,South Korea,2020-03-30,9661,78,100,158,6,6.714,188.305,1.52,1.949,3.08,0.117,0.131,0.99,74,1.442,,,,,,,393842,1053,7.676,0.021,8165,0.159,0.0122,81.7,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-03-31,9786,125,107,162,4,6,190.741,2.436,2.086,3.158,0.078,0.117,1.03,74,1.442,,,,,,,409212,15370,7.976,0.3,8855,0.173,0.0121,82.8,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-04-01,9887,101,107.143,165,3,5.571,192.71,1.969,2.088,3.216,0.058,0.109,0.91,76,1.481,,,,,,,420195,10983,8.19,0.214,9093,0.177,0.0118,84.9,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-04-02,9976,89,105,169,4,5.429,194.444,1.735,2.047,3.294,0.078,0.106,0.78,78,1.52,,,,,,,430391,10196,8.389,0.199,9543,0.186,0.011,90.9,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-04-03,10062,86,104.286,174,5,5,196.121,1.676,2.033,3.391,0.097,0.097,0.72,80,1.559,,,,,,,441921,11530,8.614,0.225,9473,0.185,0.011,90.8,people tested,,,,,,,,,,,,,,75.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-04-04,10156,94,96.857,177,3,4.714,197.953,1.832,1.888,3.45,0.058,0.092,0.69,80,1.559,,,,,,,453680,11759,8.843,0.229,9587,0.187,0.0101,99,people tested,,,,,,,,,,,,,,78.7,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-04-05,10237,81,93.429,183,6,4.429,199.531,1.579,1.821,3.567,0.117,0.086,0.73,81,1.579,,,,,,,459881,6201,8.964,0.121,9585,0.187,0.0097,102.6,people tested,,,,,,,,,,,,,,78.7,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-914.2,-1.05,-4.66,-17.81886213
KOR,Asia,South Korea,2020-04-06,10284,47,89,186,3,4,200.448,0.916,1.735,3.625,0.058,0.078,0.71,80,1.559,,,,,,,465452,5571,9.072,0.109,10230,0.199,0.0087,114.9,people tested,,,,,,,,,,,,,,82.41,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-04-07,10331,47,77.857,192,6,4.286,201.364,0.916,1.518,3.742,0.117,0.084,0.64,77,1.501,,,,,,,475952,10500,9.277,0.205,9534,0.186,0.0082,122.5,people tested,,,,,,,,,,,,,,82.41,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
